id,quantitative_feature
83,90.70181816788313
75,69.24013893728014
117,80.61470119504082
119,110.6166008805924
165,100.88742246054406
65,105.11929970555238
96,101.0841032221388
231,100.3996939106123
121,116.76311455729575
22,80.88010811450583
289,114.23023338150388
10,127.91414959593115
247,143.3854810063761
238,107.20308475612512
266,106.9627808368821
71,101.75027616839768
258,106.74069349162282
277,122.54165800711392
265,111.828469364239
148,68.00571406676545
275,111.94432076895767
291,130.12623359326315
274,79.759231326953
230,75.54770248552076
104,128.90021331583515
285,110.73480172318531
39,112.62444582313685
145,94.78296885100755
125,95.0671858617986
270,96.79844278367382
45,99.13605109491769
216,122.87048444565748
284,90.09911707149097
149,99.38617585503161
150,116.62153156216901
188,104.95946927942863
135,112.06862427505348
273,97.89251423596765
101,114.50335317639272
80,102.29787468772071
262,95.66197389459471
143,108.9823558178576
70,90.68614512221829
172,110.92949414553381
9,107.06941322031933
201,75.36539418659777
196,110.93971785474909
254,113.7406851899564
248,93.51376642543494
203,89.49897544034076
199,86.0273238836761
215,107.11800741496914
27,98.95075056189768
93,118.78987852005832
217,123.67397499063333
295,98.9058304105354
107,91.6057398898989
60,78.95650948667074
31,118.72675398925597
159,106.26476362774464
110,67.47189695362056
21,101.81027836131207
225,92.1433889494735
111,103.05628498445108
261,109.39250519177341
269,101.06721978252432
33,93.00341164123978
161,111.53700078706996
86,102.56189046971421
59,92.13070860841714
197,101.92785309926576
250,76.93324928611045
19,90.36323336446925
283,102.56683325927946
92,66.93066832775753
170,108.27736348824504
176,85.64657784980349
245,60.78186277271533
128,105.55259208091077
259,144.07526160120315
139,119.34928696459957
154,74.74101426343883
163,76.08480258305525
28,82.80449787871736
218,103.4757858918926
210,102.79582062267484
244,85.83497566542421
171,123.16737882589744
251,94.98706185820708
235,123.00130113884941
252,96.94721013503784
300,120.01673624586877
189,106.66069321980227
281,109.29408494488739
220,72.35167905415206
57,63.2184972629671
62,118.56733718419278
237,126.36187534136074
276,117.34439923856517
77,106.53135792642216
256,106.25992814012942
282,83.532997341412
180,85.3968496095712
95,107.5844998154574
257,120.26172920923784
44,106.25979786345518
195,98.1879287478521
192,101.34515233177098
5,107.1162243856446
112,68.34674488107545
223,95.35277697347868
268,104.57884650563011
169,112.95924130628583
224,75.6218929962649
131,81.29332224778356
8,102.35307471371482
17,90.51140771075232
55,90.98933125758201
204,114.81698595719106
25,90.36252990344283
41,93.84641286898056
243,104.70373506505427
127,97.600557809517
221,84.52016956313207
249,104.58388955525989
78,99.48317543894208
40,111.40326053601905
67,76.69404084820587
105,97.22076088187869
264,90.01458088024894
153,106.19935017950966
46,104.41815237386646
241,93.47053623882748
34,105.11435601078227
103,98.69755485410414
88,138.70544567034116
260,70.30445031991292
194,89.12588220491784
52,96.96850890454519
12,97.69202922760155
141,110.64746597819929
69,92.26320560373071
255,98.10310837438551
229,99.53227407462687
29,68.79088063814277
173,117.67661516944838
219,101.73457509803792
120,112.87640733100788
226,81.37513836550336
54,100.30577893804161
11,92.06456053941965
209,83.91992555824282
102,109.60026160096999
47,102.55601583340443
7,103.5949698345704
133,101.49121867052322
32,104.42769704920286
23,89.60428612045143
124,116.20310874223281
179,111.28944784538959
91,85.38744416586053
122,93.42782983170977
299,86.71496535842621
134,60.54748492797311
212,73.63072997955894
100,81.82102769252434
113,100.95629967958656
288,113.67995546085581
175,115.7146302850218
51,83.68419327559086
118,73.26063242985154
187,71.37423687666436
142,99.52643076231901
191,98.5402136974794
82,113.26409655741165
16,79.93362414425967
298,106.13899245775929
15,89.83621083590099
87,78.62473714556748
297,95.47126505725386
132,130.89109912529736
38,110.38119287629411
89,103.60618673146958
177,88.11871885097955
81,97.7357457879959
152,88.98659622647163
182,85.34749202161407
214,88.01402249114255
90,116.29561965167879
137,85.42088537497165
26,103.26351319991353
198,104.70836699668737
240,99.93528845935673
53,87.06394260674261
24,111.91703598164622
287,99.85568410153213
200,100.88237259788804
246,95.59475556202585
98,80.9416033714187
160,91.59624731300458
155,82.58082354441089
138,108.59504709987759
239,94.8750712166478
207,98.94160358109107
272,100.97095891563835
186,80.74173310714244
193,78.817951704935
227,112.76601829792281
294,82.29220984699502
108,100.71068635944641
144,117.94950924418474
85,113.06827936755869
286,87.5826328163864
56,79.40639723546349
79,79.08805006304323
280,100.97798470143027
185,111.93759207170095
279,103.70343898260826
76,87.22435506959513
222,86.09642062634906
66,87.8175060012133
2,96.98593697904647
20,133.91595235202624
147,121.93508949230849
42,78.89985415656817
164,92.12746378364817
206,103.17311630958739
202,114.54701769222822
43,108.79480550572136
140,99.60904030304393
35,100.35201389446888
114,88.89527214947954
1,123.69722271123383
58,79.23712210460229
166,106.45907962304989
242,76.13491448501898
130,113.58804589245412
233,93.07846431247621
146,89.44953556510934
37,116.21301656533525
271,99.53333265092274
97,94.59792437052627
84,83.12622681907126
74,77.36856735974906
234,86.90113237677326
162,108.57690765010496
228,83.71650381241182
290,97.19099956648608
293,109.19034282409893
6,121.15457640616184
4,79.1684321694335
136,88.48434597319303
129,81.17245471048548
36,83.3892365435867
48,109.27060065333848
99,94.126980567254
73,82.6201157444362
49,96.44941204725072
158,90.5574961469278
63,97.65730041401979
3,98.03376160358486
72,120.57093104290135
278,107.94539619777562
184,106.43452389802339
151,111.81617076311781
116,89.77381597726135
205,73.37091426103379
211,94.95387684241399
267,130.40231724864256
168,88.53274393262653
232,100.11595188947098
190,99.42447893221848
68,89.15262529802988
296,94.31986028012847
61,84.55733786476003
157,85.63078583543874
174,122.12733847901805
236,82.00960800841155
126,104.12226141018041
213,109.36976259618991
18,107.46902413591569
253,125.21918362678093
167,107.24923182052108
208,99.34408256739158
50,89.58080794137173
64,93.65329667829806
123,90.6085007461184
94,102.30245951422172
13,127.04683075610315
115,118.59791032515132
292,94.43262361119878
178,120.29691026206109
30,94.83202026569347
109,106.67750320077697
181,100.8986277835996
183,108.41634534937077
263,99.42235738025707
106,110.49979263069294
156,105.05967679682219
14,83.55709877483703
